brand,tier,year,season,dispersion_mean,dispersion_std,lab_entropy_mean,mean_L,saturation_mean,saturation_std,value_mean,hue_conc_mean,hue_mean,n_images,ARI_raw,ARI
Lacoste,Fast Fashion,2019,Fall,27.541795539855958,9.433445940451112,2.0898877522475585,56.344587262471514,0.3932541180993741,0.2282018268005137,0.6307487771214296,0.7174207113450116,0.5628190445036317,30,-0.08935559576032641,-0.05049475144410473
Lacoste,Fast Fashion,2019,Spring,25.435377407073975,7.586537373481908,2.166627179507351,44.583209133148195,0.2427259506336413,0.1658834799927702,0.48270040972298006,0.7505741049101469,0.6619847546988167,20,-0.41793886220590626,-0.23617680332549645
Lacoste,Fast Fashion,2020,Fall,32.00886758168539,8.873502239279565,2.1445089284536265,49.41071294148763,0.5427732174122084,0.24623190568625378,0.5806821064525284,0.6489481573050532,0.35317154916291277,30,1.2016774838432762,0.679066658851425
Lacoste,Fast Fashion,2020,Spring,26.680596417394177,7.60633961470807,1.9628129731874828,55.06999614320952,0.32099609582264227,0.20616118962796146,0.5904792534985804,0.6881826565779245,0.42175690708704416,29,-0.46102982068539283,-0.2605274578020904
Lacoste,Fast Fashion,2021,Fall,29.241217383022967,5.93217593279216,2.463622769634582,43.108733275841026,0.44073568257952817,0.25665155053903155,0.5067708043968626,0.6310610561837126,0.5329776034985091,29,1.488151464371678,0.84095279836959
Lacoste,Fast Fashion,2021,Spring,29.221415655953543,5.768446524892976,2.046893496409841,50.015880652836394,0.4439567201684362,0.24591399668361685,0.5593986111299267,0.7113711154284731,0.2357883414790017,28,0.6439471952666102,0.36389387023205133
Lacoste,Fast Fashion,2022,Spring,28.176792081197103,5.852039926534639,2.1621306146367383,52.99950612386068,0.36313975007015586,0.19038807948267736,0.5954217128075038,0.713994998857054,0.40178504999540743,30,-0.2135792405510924,-0.12069340004374303
Tommy Hilfiger,Fast Fashion,2000,Fall,23.04793259302775,6.70506849160232,2.2573171647965604,33.191470336914065,0.3011700171665909,0.21356562556186848,0.37505779219654695,0.7725864099951062,0.6187113481657269,30,0.717034179637338,0.40519524680725677
Tommy Hilfiger,Fast Fashion,2000,Spring,29.889089171091715,8.319338679379479,2.203280360646661,40.67963498433431,0.41118729853974656,0.21773649388646452,0.5171145189682643,0.6409185576174768,0.5933505348177432,30,0.9261591593785468,0.5233715488388555
Tommy Hilfiger,Fast Fashion,2003,Fall,22.90898663422157,7.806839578119602,2.0609106829955954,35.48471299533186,0.15907826380797754,0.19440885412908165,0.36369493491228283,0.55182348049618,0.3989763285915752,29,0.16725860837518522,0.09451766042101292
Tommy Hilfiger,Fast Fashion,2003,Spring,21.80850693384806,5.085829642802063,1.9157364365720422,39.97678155899048,0.35494097041189665,0.1928727987156436,0.4375513783864056,0.772888554271793,0.23289171520017551,30,0.029859748774348664,0.016873712045839085
Tommy Hilfiger,Fast Fashion,2004,Spring,33.142251841227214,6.997524206673914,2.150960492617247,61.12962951660156,0.39830667905093475,0.2458901888017703,0.7014373958580506,0.6490242174324227,0.4139237533926188,30,0.1246860127205341,0.07045993222144964
Tommy Hilfiger,Fast Fashion,2005,Spring,31.891119066874186,5.951206236916293,2.67375906600802,62.11571871439616,0.31471575600774954,0.22658714099954874,0.6753160906397737,0.4564367964364694,0.39706355063171744,30,0.3268016358649944,0.18467525434883225
Tommy Hilfiger,Fast Fashion,2006,Spring,33.52959225095552,6.63498872317485,2.4384687653104278,55.588855480325634,0.37826314585235227,0.26718255296079546,0.6200538313555177,0.5461160171086858,0.3584614312298764,29,0.9823162062140244,0.5551058358486838
Tommy Hilfiger,Fast Fashion,2007,Fall,23.65089944203695,5.161620600567754,2.5566889799307257,25.156329917907716,0.3267257590318719,0.2608625304837325,0.2682692866267015,0.6440267728853976,0.28303973908944363,30,2.1245395630020876,1.2005750311900267
Tommy Hilfiger,Fast Fashion,2008,Fall,19.436246554056805,4.391649340887143,1.9269804439697953,28.135713386535645,0.4102151210382891,0.2148812766437185,0.33191268597006174,0.7856941342348535,0.25542336897682394,30,0.9005007667490448,0.5088720186498664
Tommy Hilfiger,Fast Fashion,2008,Spring,23.504422253575818,8.138072737100474,1.8751399221827831,49.46275280261862,0.31905117779684344,0.20097105275169488,0.531290074384964,0.6665342440099805,0.37004751146981363,29,-0.3759308625163672,-0.212438127701008
Tommy Hilfiger,Fast Fashion,2009,Fall,25.09549922943115,7.828157771243305,2.033925231081747,38.47911736170451,0.32527182440143076,0.21079717593977956,0.4395942603910342,0.8241720956021191,0.2927430633028348,30,0.299449234496401,0.1692184416360492
Tommy Hilfiger,Fast Fashion,2009,Spring,25.781911087036132,8.787493679158091,1.9157123266740974,52.22040424346924,0.26277428147327153,0.17131660116973876,0.5771955643509824,0.6547762281050797,0.35339277441178757,30,-0.8551558337109493,-0.4832476455647192
Tommy Hilfiger,Fast Fashion,2010,Fall,27.695824114481606,6.271179964191394,2.0755657688279543,35.522848002115886,0.3494987911822895,0.21217943046236434,0.4176305967732643,0.6416049889389142,0.49305850815275526,30,0.9000154164463647,0.508597747713742
Tommy Hilfiger,Fast Fashion,2010,Spring,28.174594370524087,7.440086928654465,1.911627156815044,53.91144663492839,0.309039338620721,0.23493397730157983,0.6009856261796007,0.7237512862775387,0.43716819580115457,30,-0.275504490411016,-0.1556872924036355
Tommy Hilfiger,Fast Fashion,2011,Fall,17.769351959228516,5.929493091246571,2.3696074632655386,21.55614293416341,0.34657150442448137,0.2238838523093027,0.25149098604867853,0.6048706620610143,0.5055963807387277,30,1.665733461852793,0.9413041949156788
