brand,tier,year,season,dispersion_mean,dispersion_std,lab_entropy_mean,mean_L,saturation_mean,saturation_std,value_mean,hue_conc_mean,hue_mean,n_images,bw_collection
Alexander McQueen,Avant-garde,2019,Resort,24.7093531926473,5.064423224974817,1.3944858635859476,55.78781700134277,0.3667084364264583,0.22210703763548206,0.6185098185350497,0.765502215274277,0.15282765805547432,30,0
Alexander McQueen,Avant-garde,2019,Spring,28.83937644958496,4.746990062086038,2.8890594167869783,47.64485280267124,0.24498227700488318,0.18858016568953012,0.5131983872719815,0.44110555145054814,0.3858069243165397,29,0
Alexander McQueen,Avant-garde,2020,Fall,26.853916962941486,4.725969405763331,2.0318506130020615,51.99792906443278,0.16896038573092467,0.12367151100317914,0.5371346506655837,0.6749464401484104,0.2889925335516946,30,0
Alexander McQueen,Avant-garde,2020,Pre-Fall,23.869005966186524,6.51186325504081,2.2570520815906856,55.81641244888306,0.16942582470054424,0.13741570224196964,0.5852434106243153,0.7420812056738989,0.6829793148322238,30,0
Alexander McQueen,Avant-garde,2020,Resort,29.143038375037058,3.6901109024563286,2.225557240667672,66.37043258122036,0.2151518402094287,0.1978978782449192,0.718324940050287,0.7555231812016834,0.23844055307075557,28,0
Alexander McQueen,Avant-garde,2020,Spring,22.46113658773488,3.7521941663334917,2.1543244579687615,51.01365931280728,0.1583909037388732,0.11721778565324463,0.5173977130537788,0.666813544525302,0.2033658645463914,29,0
Alexander McQueen,Avant-garde,2021,Fall,28.45453128108272,5.240994649818859,2.390695206425601,61.00451236300998,0.23377535616178752,0.2365066646679855,0.6258257162333983,0.40631797084863,0.3480974868013535,27,0
Alexander McQueen,Avant-garde,2021,Pre-Fall,26.131158203914246,7.12266959707236,1.9403076694603352,70.68837540725181,0.1427911014500363,0.21800509369170612,0.723908326259204,0.6547395081303427,0.5620815448873602,29,0
Alexander McQueen,Avant-garde,2021,Resort,22.608356607371363,5.010246255773854,2.567026142111842,67.59372263941272,0.15382915318211343,0.19142535122761645,0.7025712090621478,0.7028964245683696,0.48485841174736277,29,0
Alexander McQueen,Avant-garde,2021,Spring,22.14053729484821,6.618017468254025,2.4194174686186205,68.69269574921707,0.12272396367113904,0.16304614399518685,0.702000011564971,0.6246099203180189,0.5784059417028966,29,0
Alexander McQueen,Avant-garde,2022,Fall,30.028831550053187,3.9812732684513215,1.7952133476471874,42.17591796602522,0.3210005159483158,0.2175879955702454,0.451585443422165,0.8083884287690067,0.22023006939584208,28,0
Alexander McQueen,Avant-garde,2022,Pre-Fall,25.983462365468345,6.148647014904183,1.788592815967643,66.5901242574056,0.14443136764330164,0.17472154211738633,0.6872224949585894,0.8262679737290703,0.591927391804258,30,0
Alexander McQueen,Avant-garde,2022,Resort,24.141590855338357,7.136318483468561,2.005489776426184,72.69330406188965,0.13192820168709887,0.17220513378462612,0.751489492208443,0.8299929597487771,0.7086356791400661,22,0
Alexander McQueen,Avant-garde,2022,Spring,30.458707032380282,4.474803296795587,2.480698386787807,59.04496065775553,0.197227541393014,0.18603274919929622,0.6167131545026959,0.45736260989454086,0.2998005113596855,27,0
Alexander McQueen,Avant-garde,2023,Fall,27.733550548553467,5.127933841578453,1.553328565503813,76.81060791015625,0.0452719916177913,0.09871400745874166,0.7650261509165789,0.6965212776412211,0.2610079206777943,30,0
Alexander McQueen,Avant-garde,2023,Resort,22.150239435831704,5.498589935890588,1.8805044231275923,70.29537544250488,0.04834291898496444,0.09519267493959063,0.694641580726796,0.6014449406390096,0.38956670062719945,30,0
Alexander McQueen,Avant-garde,2023,Spring,28.240493710835775,7.173141854586656,1.795315838489773,68.1088097890218,0.12302196574204907,0.15023396772338804,0.6983526895708094,0.7542176181331729,0.4099284780134757,30,0
Balenciaga,Avant-garde,2000,Fall,30.537826093037925,3.005637946129793,2.8297620691160614,42.519274648030596,0.1417295906670391,0.096763911656023,0.43297464905989663,0.6365029917131808,0.48321276542660263,30,0
Balenciaga,Avant-garde,2000,Spring,23.76336841583252,5.071815752535749,2.298403954333158,65.50437380472819,0.1253943670271585,0.11969760330745488,0.6831712535438438,0.7745395978848257,0.6842009059940362,30,0
Balenciaga,Avant-garde,2001,Fall,31.179507764180503,1.3116741488443562,3.0605524602235734,38.07314605712891,0.174273800284105,0.1401787951498291,0.3982847127639689,0.46633291959499173,0.3838596839347233,30,0
Balenciaga,Avant-garde,2001,Spring,23.82487195332845,4.746599100615101,2.1624632559702532,72.56068445841471,0.2182066623250643,0.20956846650923786,0.7972622303249934,0.9281090824858886,0.6722703743267183,30,0
Balenciaga,Avant-garde,2002,Fall,32.230785506112234,2.638772456752672,2.453403510431319,54.76176234654018,0.19085401073364272,0.1770964199569427,0.5792000090842402,0.8386692328273869,0.6373085710002286,28,0
Balenciaga,Avant-garde,2002,Spring,33.45024191538493,1.5256158213313447,1.9264755535540468,46.71851374308268,0.2650627175251022,0.17927833479627506,0.5317218372566936,0.6818782814961298,0.6513809755094763,30,0
Balenciaga,Avant-garde,2003,Fall,31.795558420817056,2.7463446710442883,2.603997539896506,64.32839889526367,0.12221855354551223,0.16333498018557066,0.6503675907187785,0.1349338296202611,0.34469961931697196,30,0
Balenciaga,Avant-garde,2003,Spring,36.7315450668335,2.008384823805339,2.9157758438725665,51.850694020589195,0.23793954799287015,0.2725752179884166,0.5487756938074405,0.38040468757432777,0.31373230006638914,30,0
Balenciaga,Avant-garde,2004,Fall,31.1104841561153,2.561511079935156,3.0064719401088618,54.90807289912783,0.17094279267632495,0.16522308474171774,0.5651310444708336,0.25921659458886626,0.3451199356627961,29,0
Balenciaga,Avant-garde,2004,Spring,30.523186365763348,2.236231792619076,2.464930289319847,74.90071932474773,0.14071575164329256,0.19677798577764727,0.769801640645368,0.7250447808812256,0.25167817531567477,24,0
Balenciaga,Avant-garde,2005,Fall,28.20060920715332,5.492896894265914,2.616100315191351,62.8018081665039,0.17165182036142793,0.20380789046188835,0.6352946526354489,0.5261388439467732,0.25845172456109683,30,0
Balenciaga,Avant-garde,2005,Spring,29.515756343973095,2.890698939993958,2.859301502397068,55.17471405555462,0.20065765902425706,0.2480431768596116,0.5768692481591334,0.5089679024001511,0.5110810879927942,29,0
Balenciaga,Avant-garde,2006,Fall,25.489167785644533,4.858907672785715,2.587921144495641,76.51653188069662,0.0754447556532298,0.13522213922416584,0.7668954334542156,0.31806922029516155,0.3344541666750278,30,0
Balenciaga,Avant-garde,2006,Spring,25.513203875223795,5.3029001420951,2.797782097515595,65.84747657775878,0.13683699895932025,0.18463247153382856,0.6715749144457591,0.37583790172623033,0.4595732771583315,30,0
Balenciaga,Avant-garde,2007,Fall,22.705243998560412,4.8461171667588445,2.7288477736116916,47.063910648740574,0.1216401097093034,0.18265445050734247,0.4650239457596286,0.46986778753897,0.40410908494143066,29,0
Balenciaga,Avant-garde,2007,Spring,23.62222474416097,3.0004928428426045,2.372308777418139,56.77357889811198,0.13650188620804496,0.12604677299930692,0.5803783117266683,0.6022719537438134,0.4550720662244078,30,0
Balenciaga,Avant-garde,2008,Fall,30.81379076639811,2.8532393549241712,2.8197109023974107,40.41627871195475,0.14570779234717288,0.20526898031211907,0.4124549114009986,0.31775480810001955,0.3264943430779294,30,0
Balenciaga,Avant-garde,2008,Pre-Fall,16.547614669799806,2.364220376697616,2.890690862222915,46.690291748046874,0.09507253804765638,0.1102518856553358,0.4575473066908866,0.31394980639310505,0.39737977966489885,25,0
Balenciaga,Avant-garde,2008,Resort,16.885829861958822,3.625262817608462,3.0054228038695947,47.53331451416015,0.13146116976663466,0.1434274425647874,0.47256576133562866,0.3311375015452265,0.4197642470471147,15,0
Balenciaga,Avant-garde,2008,Spring,26.235639506372912,6.835318654103422,2.725054806573446,44.12700600459658,0.25261634591491566,0.22663137552610568,0.45405139658201865,0.5962839083112963,0.286728396361881,29,0
Balenciaga,Avant-garde,2009,Fall,24.978391456604005,3.5605524545138643,2.831881393870731,66.91100896199545,0.1276977780740708,0.18299513037336004,0.6740039342885836,0.3630867623664271,0.303839668885308,30,0
Balenciaga,Avant-garde,2009,Pre-Fall,13.984377017387978,2.8802139503334487,2.6089856716102346,56.41974551861103,0.06130071628989217,0.08143672342033627,0.546982822907193,0.4378659702306666,0.4487457751231506,26,0
Balenciaga,Avant-garde,2009,Resort,25.368605383511248,6.827912347589026,1.1102092939637318,89.62793547531655,0.07994139849991887,0.17904456567766266,0.9092159585685566,0.894231482768571,0.049627499792810434,29,0
Balenciaga,Avant-garde,2009,Spring,35.865808423360185,3.1496127061075216,2.191600447253099,47.522610092163085,0.33505205669583127,0.2859990763335189,0.5634478542235369,0.7648442069647772,0.5898854074264773,30,0
Balenciaga,Avant-garde,2010,Fall,21.65415693918864,4.1159906452432695,3.114407692873643,81.8149314880371,0.10881102548701065,0.12544872955839845,0.8342015760862579,0.1870929773355093,0.36509872540192057,30,0
Balenciaga,Avant-garde,2010,Pre-Fall,26.685745041945886,2.9565944514727702,2.319416537303513,70.0596212189773,0.1006109945108664,0.17250316013143327,0.7106223233265417,0.4607625495936633,0.4892620279441705,29,0
Balenciaga,Avant-garde,2010,Resort,23.349365516945166,3.799133837024453,2.5554237079095774,79.74996609157986,0.11041275162270495,0.1532127629086141,0.8047965226183403,0.601117738382667,0.3039980629296214,27,0
Balenciaga,Avant-garde,2010,Spring,26.078837140401205,3.0949991495848086,2.817081914570319,75.04917551676432,0.13191952578487492,0.15807855547890468,0.7780026228426025,0.24879212800051997,0.44839615278226425,30,0
Balenciaga,Avant-garde,2011,Fall,32.518261153122474,3.0500789001897926,2.1168053067489128,67.09987101061591,0.15395472361160245,0.22404586146419622,0.689341994508009,0.6319612109930726,0.34651046406982955,29,0
Balenciaga,Avant-garde,2011,Pre-Fall,24.074503835042318,1.5344624057146072,2.76940823256323,53.82591183980306,0.18676817926031844,0.16088772469052176,0.568253346607803,0.7930731880808203,0.4272352336387667,30,0
Balenciaga,Avant-garde,2011,Resort,18.937053844846528,5.567497969210723,1.028895145187192,94.17926209548423,0.0577519617287506,0.15483858200322229,0.9527012859550144,0.8600174266766412,0.0689402895248441,29,0
Balenciaga,Avant-garde,2011,Spring,29.882821247495453,3.2408396994760182,2.05628420017499,63.271862556194435,0.13423246462906482,0.20018270333413155,0.6415291479287412,0.5650447915069752,0.3333161577371473,29,0
Balenciaga,Avant-garde,2012,Fall,31.617524592081704,3.996685808948886,1.7738013454331665,63.04716835021973,0.15172425881537294,0.16571848263392772,0.6479798759067742,0.7017450499028204,0.1801907861445099,30,0
Balenciaga,Avant-garde,2012,Pre-Fall,31.25313663482666,4.799465217559715,2.1520020090834744,47.702996033888596,0.4183251943425633,0.2554981665485625,0.5733737687640466,0.7505620158077689,0.4497278709296698,26,0
Balenciaga,Avant-garde,2012,Resort,34.7312894821167,3.0437860485615897,2.282844782566971,77.90653953552246,0.31180457162354136,0.3003913504147183,0.864146278589731,0.8954244299419358,0.14008697435948994,20,0
Balenciaga,Avant-garde,2012,Spring,30.33708028793335,4.120445172195107,2.0936744121842876,54.10064779917399,0.26385670785456894,0.23528663896492125,0.5727796134604451,0.694603237043789,0.27286997760530146,30,0
Balenciaga,Avant-garde,2013,Fall,31.29379024505615,3.99645033148736,2.461690996640131,43.83953641255697,0.12050630980283018,0.12116492892708418,0.4465712505673369,0.6996654907506659,0.25779323074035343,30,0
Balenciaga,Avant-garde,2013,Pre-Fall,23.57163667678833,3.909673807648889,2.138976028233574,36.82497138977051,0.3828260208954103,0.17036333270915907,0.4305470700866077,0.6706778621530205,0.5268124329488569,20,0
Balenciaga,Avant-garde,2013,Resort,17.272376656532288,4.815347267607476,1.6897122328317078,80.1419750849406,0.10277800476783883,0.10051616116520766,0.8097156953620724,0.8839665664613799,0.15709934872906237,24,0
Balenciaga,Avant-garde,2013,Spring,32.44982153574626,4.646862115054764,2.578268795698242,46.47123858133952,0.2007596125549326,0.22062493258865873,0.48311085910989593,0.6641537058390697,0.3131551621528549,30,0
Balenciaga,Avant-garde,2014,Fall,32.58918997446696,7.136629711700761,2.0521584280465897,49.59800745646159,0.2860353660166263,0.2300318241954953,0.5482917727730857,0.744890202515811,0.5557331201987962,30,0
Balenciaga,Avant-garde,2014,Pre-Fall,26.463098638197955,1.969723644171709,2.308575643126554,42.965025172514075,0.4551660249747117,0.21027328520940994,0.48861592827277145,0.8941083930304446,0.5387541400632254,17,0
Balenciaga,Avant-garde,2014,Resort,28.928754586439865,4.124755996747785,2.6284938552203636,61.36556596022386,0.10764975506654723,0.12623783084245183,0.6187954859371081,0.5826328453653604,0.47209898580166576,26,0
Balenciaga,Avant-garde,2014,Spring,34.43604952494304,2.541066795858243,2.4389172655991938,54.629516728719075,0.11814653586434817,0.154403793889653,0.5576146490816337,0.4189687739061292,0.4694629324219914,30,0
Balenciaga,Avant-garde,2015,Fall,32.72684590569858,3.904653965973858,2.4786316467575342,36.943833120938,0.29552587218177984,0.264646939525015,0.38757323370645913,0.3875865370632384,0.41945581583712976,29,0
Balenciaga,Avant-garde,2015,Pre-Fall,29.038772648778455,1.176896310369976,2.976865368151373,48.344901643950365,0.09550914873433264,0.09251873957494786,0.484539023677401,0.36202293070928643,0.33582586581217144,29,0
Balenciaga,Avant-garde,2015,Resort,25.205156021118164,2.437445764542992,2.426776004388799,56.52245208740234,0.14125221742518243,0.17574755840180636,0.5652778183145448,0.7401662314151455,0.18098908057883378,25,0
Balenciaga,Avant-garde,2015,Spring,31.76157418612776,4.042108546695106,2.455596596026937,42.01492684462975,0.25314882764419344,0.23116945761032362,0.4362393586725831,0.45879663326747283,0.40160294861125967,29,0
Balenciaga,Avant-garde,2016,Fall,31.653965062108533,5.1057607704312495,2.039826220283837,68.9224748282597,0.16002085777224392,0.21421826575157,0.7206290824184323,0.6614812667690346,0.5438200271589274,29,0
Balenciaga,Avant-garde,2016,Pre-Fall,28.62628428141276,3.9671614795874515,2.430319779794189,69.8356772104899,0.14661772537206605,0.18172830314540958,0.7133422310492024,0.6327660268956168,0.2852191121825431,30,0
Balenciaga,Avant-garde,2016,Resort,20.594967746734618,5.593362356797025,1.929662461777722,68.46025416056315,0.09014762842878696,0.1175857735585022,0.6932274574014047,0.60331767238761,0.2976497013158268,30,0
Balenciaga,Avant-garde,2016,Spring,29.685673332214357,6.503070757380881,2.5283118100095274,50.43871676127116,0.22049048229462154,0.20846176667098293,0.5292839331822781,0.5545211989768828,0.3008456744356081,30,0
Balenciaga,Avant-garde,2017,Fall,21.54779011408488,3.7353664492469187,2.393464302352898,44.64862251281738,0.1665886113936702,0.18835704632496364,0.45865230093259984,0.6524196822106333,0.5899635882824246,30,0
Balenciaga,Avant-garde,2017,Pre-Fall,25.802009264628094,3.1392684078555493,2.135949853555017,68.37425753275554,0.219546593315651,0.1697249552834927,0.7237579192072153,0.8257123027947376,0.18823234504241906,30,0
Balenciaga,Avant-garde,2017,Resort,26.014150619506836,1.9445637486785041,1.8364298275239017,66.74433975219726,0.25171039520713184,0.20391674418845612,0.7202334753759205,0.9168203139945472,0.12723999242128595,30,0
Balenciaga,Avant-garde,2017,Spring,27.717159589131672,3.868306196772009,2.3232508737450095,29.12407751083374,0.5021393693609784,0.25379397421861316,0.3450269362372967,0.6805103426187711,0.38384610720765255,30,0
Balenciaga,Avant-garde,2018,Fall,42.32497011820475,3.172569760375088,2.1475888281794195,55.012709554036455,0.23960270411521192,0.2596721559686975,0.5995950381434523,0.5786540040445204,0.5659495807166212,30,0
Balenciaga,Avant-garde,2019,Fall,27.93979981740316,10.600419774385651,2.173138631477152,16.58484344482422,0.4067813366011406,0.22184803936642353,0.2099592192646426,0.8024427019096835,0.6852580319327096,30,0
Balenciaga,Avant-garde,2019,Pre-Fall,37.2089729309082,6.276602221843896,1.1180305476803785,41.57483607325061,0.8803033192763426,0.23943054704769004,0.7523502447077811,0.8486600791098831,0.4112358402318439,29,0
Balenciaga,Avant-garde,2019,Resort,25.042261328016007,4.7688602370058,1.0669542108585823,52.51903397696359,0.857502959191134,0.2307864834328686,0.7498014119984582,0.8702448734515854,0.5094971522731552,28,0
