brand,tier,year,season,dispersion_mean,dispersion_std,lab_entropy_mean,mean_L,saturation_mean,saturation_std,value_mean,hue_conc_mean,hue_mean,n_images,bw_collection,vix_annual_mean,gdp_growth_world,recession,ecb_rate,eu_gdp_growth,eu_recession,vix_z,gdp_z,ecb_z,eu_gdp_z,disp_season_mean,disp_season_std,dispersion_z,vix_z_lag1,gdp_z_lag1,recession_lag1,ecb_z_lag1,eu_gdp_z_lag1,eu_recession_lag1,cd_change,ARI,aesthetic_mean,aesthetic_std,aesthetic_resid_mean,clip_within_sim,n_clip_images,semantic_boldness
Christian Dior,Luxury,2005,Spring,28.508294995625818,4.651623479317169,2.742222268560334,52.588971583048504,0.2607093003184224,0.2135889661018595,0.5600750428760114,0.625820677629411,0.2209459828085886,30,0,12.81,4.05453629039749,0,1.02,1.98357902362464,0,-1.1661416550323187,0.6112909923791068,0.2822190962394617,0.2505588039985681,27.703460019210286,4.907545723221992,0.1639994860582014,-0.7374548019479292,0.8411873207340066,0.0,0.266354609308168,0.4892152350646045,0.0,0,0.1885578207455176,4.690789473684211,0.4716608664979121,-0.2023002420875294,0.8165946006774902,30,0.6292032717683049
Christian Dior,Luxury,2006,Fall,29.55697199503581,5.644211064237725,2.592599559776611,28.955396731694535,0.5934600358780473,0.2796178074309017,0.3498185699494555,0.7258014978467934,0.3713979141630853,30,0,12.81,4.47616958858073,0,1.76,3.56754077134353,0,-1.1661416550323187,0.8279911351526352,0.8692051126973304,0.8639037441732759,28.58935728051197,4.413756815967084,0.2192270111084109,-1.1661416550323187,0.6112909923791068,0.0,0.2822190962394617,0.2505588039985681,0.0,0,1.698321663388097,5.0103296703296705,0.6406671011955697,0.1249572830292094,0.7997979521751404,30,1.338203160130202
Christian Dior,Luxury,2006,Spring,29.83957487742106,4.231578527459044,2.6695583256386244,58.43410148620605,0.30050754092404,0.23848934132148,0.6378907282214922,0.646509044953773,0.3818366152462135,30,0,12.81,4.47616958858073,0,1.76,3.56754077134353,0,-1.1661416550323187,0.8279911351526352,0.8692051126973304,0.8639037441732759,28.92811445260635,3.705143858490408,0.2459986601400322,-1.1661416550323187,0.6112909923791068,0.0,0.2822190962394617,0.2505588039985681,0.0,0,0.1493116311370278,4.670555555555556,0.4510984680266881,-0.1392734859859399,0.810117244720459,30,0.13817367766083394
Christian Dior,Luxury,2007,Fall,31.90337823232015,7.110251013770088,2.4676341969290005,50.65920740763347,0.2451869820057724,0.2162929224024812,0.5559605332008873,0.371157982844173,0.4540156162551501,30,0,17.54,4.41384473328112,0,2.84,3.14183566763455,0,-0.4067076418903105,0.7959590231255262,1.725887406987192,0.6990613344733725,30.368211866619944,3.974088955030792,0.3862939111508417,-1.1661416550323187,0.8279911351526352,0.0,0.8692051126973304,0.8639037441732759,0.0,0,0.3441322866364208,5.251428571428571,0.3937380732538706,0.4655248369271447,0.8173055052757263,30,0.5588974847426094
Christian Dior,Luxury,2007,Resort,34.02355925242106,1.93840913755689,2.9590262847268605,32.571469179789226,0.3857696112373843,0.3181012041789044,0.3611683734969235,0.3796399895478617,0.3654628640515315,30,0,17.54,4.41384473328112,0,2.84,3.14183566763455,0,-0.4067076418903105,0.7959590231255262,1.725887406987192,0.6990613344733725,31.951802910698785,4.657553099758702,0.4448164728019113,-1.1661416550323187,0.8279911351526352,0.0,0.8692051126973304,0.8639037441732759,0.0,0,1.931726600877325,4.6866666666666665,0.3195751897234709,-0.0217845047025321,0.8910293579101562,30,-1.0996752236951517
Christian Dior,Luxury,2007,Spring,27.868247985839844,8.580038193244915,2.867281142938668,53.70958925882975,0.1903250174446652,0.2314027256509031,0.5468669404826126,0.321303150124972,0.3476477993624077,30,0,17.54,4.41384473328112,0,2.84,3.14183566763455,0,-0.4067076418903105,0.7959590231255262,1.725887406987192,0.6990613344733725,29.098009917745188,3.4726393213681144,-0.3541288968129448,-1.1661416550323187,0.8279911351526352,0.0,0.8692051126973304,0.8639037441732759,0.0,0,0.3882574197837608,4.7972448979591835,0.5969506370865438,0.3442007169537683,0.8201813101768494,30,-0.0655524380568617
Christian Dior,Luxury,2008,Fall,26.46115783165241,5.03776305261036,2.6422079763476543,34.73919796121532,0.3804862840866734,0.1809788828630497,0.3967315856341336,0.5735252482150058,0.525743466092873,29,0,32.69,2.09239458384161,1,3.01,0.617986886948614,0,2.025728996397518,-0.3971596916267961,1.860735545903189,-0.2782286042698642,28.6693630609622,3.7434362467030735,-0.5898872276119572,-0.4067076418903105,0.7959590231255262,0.0,1.725887406987192,0.6990613344733725,0.0,0,0.7336498785569331,5.267476635514019,0.6078900928745166,0.0698435466636131,0.8509724736213684,30,0.11032049828693088
Christian Dior,Luxury,2008,Resort,37.20638834635417,2.548801902483156,2.802206930058059,42.332960510253905,0.3361429463697597,0.254662292910485,0.4690813147930738,0.5499395082881141,0.560843698252691,30,0,32.69,2.09239458384161,1,3.01,0.617986886948614,0,2.025728996397518,-0.3971596916267961,1.860735545903189,-0.2782286042698642,25.12017711553353,6.201358905757455,1.948961737982877,-0.4067076418903105,0.7959590231255262,0.0,1.725887406987192,0.6990613344733725,0.0,0,1.1217232464502058,4.9398484848484845,0.3298927211370502,0.3140453263554931,0.8647873401641846,30,0.5562985052985457
Christian Dior,Luxury,2008,Spring,27.856986331939694,6.186417383732336,2.1883303100975686,32.56832620302836,0.310656261500592,0.17991819476724,0.3821299442966779,0.6469503000200234,0.5483016854691526,30,0,32.69,2.09239458384161,1,3.01,0.617986886948614,0,2.025728996397518,-0.3971596916267961,1.860735545903189,-0.2782286042698642,28.10789548556323,3.269246357415162,-0.0767483163373216,-0.4067076418903105,0.7959590231255262,0.0,1.725887406987192,0.6990613344733725,0.0,0,0.4421727024612357,5.428585858585858,0.4364443768496668,0.5272283995535639,0.8097732067108154,30,-0.05297801121958935
Christian Dior,Luxury,2009,Fall,35.465614255269365,3.676683078292277,2.422562376633185,46.98636716206868,0.4793660119903584,0.3022950235662482,0.5468794871678265,0.7149709982997391,0.2244473316878649,30,0,31.48,-1.31864911944238,1,0.47,-4.31208831896211,0,1.8314551790821203,-2.1502794302560324,-0.1540542943711162,-2.187262510284854,30.53578096029911,4.207440109405627,1.1716942289801668,2.025728996397518,-0.3971596916267961,1.0,1.860735545903189,-0.2782286042698642,0.0,0,1.0824679878847876,5.261481481481481,0.6044048955607306,0.5460321723256959,0.8570395708084106,30,0.9835676816832944
Christian Dior,Luxury,2009,Pre-Fall,27.913148760795593,3.0265146841515063,2.114758749877207,44.17393851280213,0.2213154461776139,0.1606391444415978,0.4635534425391233,0.9219736015535274,0.1283417835950191,16,0,31.48,-1.31864911944238,1,0.47,-4.31208831896211,0,1.8314551790821203,-2.1502794302560324,-0.1540542943711162,-2.187262510284854,26.958579617165498,5.191417410903687,0.1838744735927397,2.025728996397518,-0.3971596916267961,1.0,1.860735545903189,-0.2782286042698642,0.0,0,-0.3373644271037898,5.525,0.2185406140743633,0.6937461396532114,0.8738571405410767,16,-0.6621806345314168
Christian Dior,Luxury,2009,Resort,30.108421834309897,3.1723084900740877,2.901711903582277,57.19788678487142,0.4712029744407783,0.2718006987821258,0.6684193603199285,0.3015330261952105,0.4371574272412806,30,0,31.48,-1.31864911944238,1,0.47,-4.31208831896211,0,1.8314551790821203,-2.1502794302560324,-0.1540542943711162,-2.187262510284854,26.280237292989224,4.299466093372886,0.8903860289121395,2.025728996397518,-0.3971596916267961,1.0,1.860735545903189,-0.2782286042698642,0.0,0,0.9281511323532816,5.055689655172414,0.4287644921348649,0.2888051408578795,0.8649969100952148,29,1.5797473506043072
Christian Dior,Luxury,2009,Spring,25.376916058858235,4.8711364963211725,2.7364157578429533,40.64086201985677,0.2452784154776483,0.2073413428875375,0.4347566119434932,0.4167483942143438,0.3496601369928516,30,0,31.48,-1.31864911944238,1,0.47,-4.31208831896211,0,1.8314551790821203,-2.1502794302560324,-0.1540542943711162,-2.187262510284854,28.247299514770507,4.172587011349416,-0.687914583471799,2.025728996397518,-0.3971596916267961,1.0,1.860735545903189,-0.2782286042698642,0.0,0,0.5745170667139342,5.330813953488372,0.4305023471037449,0.3766392123129565,0.8559661507606506,30,-0.05371700104186471
Christian Dior,Luxury,2010,Fall,35.10981033588278,7.860977876658144,2.484243326074911,40.58398036299081,0.3278451971696882,0.2620813380410418,0.4795432139464236,0.5693799204311399,0.3937281186486937,29,0,22.55,4.52424032554684,0,0.25,2.18180099957819,0,0.397682295919724,0.8526972852804117,-0.3285636506153473,0.3273147270236229,31.08010653410287,4.837435119403532,0.8330248783319659,1.8314551790821203,-2.1502794302560324,1.0,-0.1540542943711162,-2.187262510284854,0.0,0,0.9434002313715656,5.069274193548387,0.3776977183980389,0.4634997896833258,0.8285473585128784,30,0.7165386141016793
Christian Dior,Luxury,2010,Pre-Fall,23.688392639160156,2.835429167016847,2.7357991874574648,37.874896802400286,0.4070345085754402,0.2694381967832325,0.400414870712808,0.4997392167934462,0.4307033770977062,19,0,22.55,4.52424032554684,0,0.25,2.18180099957819,0,0.397682295919724,0.8526972852804117,-0.3285636506153473,0.3273147270236229,27.60829801867705,6.4051939068285835,-0.6119885574951727,1.8314551790821203,-2.1502794302560324,1.0,-0.1540542943711162,-2.187262510284854,0.0,0,1.1549397913884965,5.1274999999999995,0.3757501269390827,0.2270895788066648,0.8633811473846436,20,-0.42501059495090376
Christian Dior,Luxury,2010,Resort,28.208788142484774,2.116241901791757,2.4257667291832012,53.57009281831629,0.2272686434083563,0.169834546468971,0.5573633334212115,0.7100347197847057,0.2009073576201118,17,0,22.55,4.52424032554684,0,0.25,2.18180099957819,0,0.397682295919724,0.8526972852804117,-0.3285636506153473,0.3273147270236229,23.979147842075815,4.049750277885343,1.0444200284412477,1.8314551790821203,-2.1502794302560324,1.0,-0.1540542943711162,-2.187262510284854,0.0,0,-0.2916844664955464,5.235294117647059,0.3269387872190077,0.3713667267149077,0.8995965123176575,17,-1.1030095321439728
Christian Dior,Luxury,2010,Spring,31.120719337463377,4.468959971375733,2.5523350785883054,54.987545331319176,0.2729943273920565,0.2304867297541007,0.6030512509147947,0.5734340625098644,0.5133755990968707,30,0,22.55,4.52424032554684,0,0.25,2.18180099957819,0,0.397682295919724,0.8526972852804117,-0.3285636506153473,0.3273147270236229,30.11242588749151,3.993853956592022,0.2524612719770676,1.8314551790821203,-2.1502794302560324,1.0,-0.1540542943711162,-2.187262510284854,0.0,0,0.2006289965037676,5.124375,0.4202600432315781,0.5593463392625733,0.8225120306015015,30,-0.47056980214899535
Christian Dior,Luxury,2011,Fall,31.623863728841147,5.923508871794536,2.6536890154122807,39.335789108276366,0.2643728010399266,0.2153276218757416,0.4423105952219727,0.6179149286766265,0.2989285906270974,30,0,24.2,3.33900335400304,0,0.5,1.96060087405085,1,0.6626011377134476,0.2435399391678105,-0.1302575639741755,0.2416611574512584,30.341401577522017,4.283067147970484,0.2994261138135142,0.397682295919724,0.8526972852804117,0.0,-0.3285636506153473,0.3273147270236229,0.0,1,0.6438182189181032,5.378712871287129,0.4775220693671375,0.6245330982578382,0.8649665117263794,30,0.9379409391841885
Christian Dior,Luxury,2011,Pre-Fall,29.21137859946803,3.5760156121074385,2.8861049213359222,18.11575668736508,0.6886773918062253,0.3118603449724693,0.2397110479796109,0.5041877451880551,0.2483494245885593,19,0,24.2,3.33900335400304,0,0.5,1.96060087405085,1,0.6626011377134476,0.2435399391678105,-0.1302575639741755,0.2416611574512584,25.83145472353896,5.88773510356102,0.5740618109474429,0.397682295919724,0.8526972852804117,0.0,-0.3285636506153473,0.3273147270236229,0.0,1,2.6362482662976174,5.773684210526316,0.3426078180063385,0.899830023369459,0.7981929779052734,19,1.125298041734634
Christian Dior,Luxury,2011,Resort,30.400657844543456,4.41610446378553,2.2124826852817536,22.089542961120607,0.4054333492511262,0.1831162843636796,0.2735717699332783,0.6562049266832441,0.6008499135345738,30,0,24.2,3.33900335400304,0,0.5,1.96060087405085,1,0.6626011377134476,0.2435399391678105,-0.1302575639741755,0.2416611574512584,25.98935401306032,4.8510759835041615,0.9093454413997124,0.397682295919724,0.8526972852804117,0.0,-0.3285636506153473,0.3273147270236229,0.0,1,1.036014458134078,5.389411764705883,0.4759429031499719,0.6805429342444188,0.8850314021110535,30,0.047814177920827754
Christian Dior,Luxury,2011,Spring,35.73035888671875,4.26594611491298,2.48954429830973,54.45748863220215,0.3853741845692197,0.2221443393395669,0.6576669380147941,0.3996596850086915,0.4415328131868504,30,0,24.2,3.33900335400304,0,0.5,1.96060087405085,1,0.6626011377134476,0.2435399391678105,-0.1302575639741755,0.2416611574512584,31.07750218582153,4.140349229772405,1.123783633380362,0.397682295919724,0.8526972852804117,0.0,-0.3285636506153473,0.3273147270236229,0.0,1,0.4966101807773514,5.482098765432099,0.4301299688738938,0.6576583408722275,0.8634032011032104,30,1.5012722276159176
Christian Dior,Luxury,2012,Fall,32.89633704876078,5.415217867442213,2.709267958105389,46.44162013612944,0.2957691193598097,0.2218821786999105,0.5186312473390636,0.3743659799125862,0.4273100058024578,29,0,17.8,2.73120979279709,0,0.13,-0.764417073932009,1,-0.3649628546985719,-0.068838025422928,-0.4237505722031098,-0.8135259218374611,30.276197101680715,3.949235522805516,0.6634549729813857,0.6626011377134476,0.2435399391678105,0.0,-0.1302575639741755,0.2416611574512584,1.0,1,0.7192436445988781,5.196666666666667,0.3747395054830714,0.4203997060260228,0.8776620030403137,30,-0.4102296709318292
Christian Dior,Luxury,2012,Pre-Fall,32.93839159878817,6.211784397096963,2.1932363375158905,54.879460854963824,0.2347578932664949,0.2258993236670915,0.5732859251561405,0.796874804374593,0.1825516002285999,22,0,17.8,2.73120979279709,0,0.13,-0.764417073932009,1,-0.3649628546985719,-0.068838025422928,-0.4237505722031098,-0.8135259218374611,29.306656446979357,4.538183394815057,0.8002618748193665,0.6626011377134476,0.2435399391678105,0.0,-0.1302575639741755,0.2416611574512584,1.0,1,-0.1059038211772442,5.556818181818182,0.5910715560874036,0.784067657497609,0.8277229070663452,22,-0.9190984786430018
Christian Dior,Luxury,2012,Resort,37.51343641281128,4.665273917665126,2.3818218083492377,65.40580940246582,0.3941906286188401,0.2833823222769432,0.7627066727458034,0.5438953990253184,0.3177696860686875,20,0,17.8,2.73120979279709,0,0.13,-0.764417073932009,1,-0.3649628546985719,-0.068838025422928,-0.4237505722031098,-0.8135259218374611,25.594908834696763,5.487123553318951,2.1720902513495357,0.6626011377134476,0.2435399391678105,0.0,-0.1302575639741755,0.2416611574512584,1.0,1,0.3580162883783563,5.338,0.4008753579749934,0.5027367190551291,0.8057543039321899,20,0.011050720716811737
Christian Dior,Luxury,2012,Spring,30.51601308186849,4.319019916445773,2.6668972408290617,51.36433588663737,0.2154458114000036,0.1747558833349926,0.5678379190973006,0.376744822336881,0.4601520461005469,30,0,17.8,2.73120979279709,0,0.13,-0.764417073932009,1,-0.3649628546985719,-0.068838025422928,-0.4237505722031098,-0.8135259218374611,29.790283451124168,3.8571656075534695,0.1881510167266681,0.6626011377134476,0.2435399391678105,0.0,-0.1302575639741755,0.2416611574512584,1.0,1,0.1183228669061936,5.266067415730337,0.4419240421609086,0.5112804306291789,0.8597834706306458,30,-1.1081536912913958
Christian Dior,Luxury,2013,Fall,28.6916623433431,7.151150565225896,2.0652395618055324,47.98866449991862,0.234507962396182,0.2035567246201014,0.5423519038690875,0.7144685239926146,0.6125107430703731,30,0,14.23,2.88814205849093,0,0.0,-0.0330405739034347,1,-0.9381508942159018,0.0118179486857605,-0.5268697372565191,-0.5303208025842753,28.76183111366184,4.758705051813628,-0.0147453497442541,-0.3649628546985719,-0.068838025422928,0.0,-0.4237505722031098,-0.8135259218374611,1.0,1,-0.1622671705561175,5.171568627450981,0.359266979515756,0.1725885348849283,0.8811315298080444,30,-0.10357920845480968
Christian Dior,Luxury,2013,Pre-Fall,26.734885042363945,4.906668275298134,2.4140608904395946,68.23984718322754,0.1034263085721229,0.1518070932524182,0.6914581208720972,0.7144471726747899,0.2644857562967209,22,0,14.23,2.88814205849093,0,0.0,-0.0330405739034347,1,-0.9381508942159018,0.0118179486857605,-0.5268697372565191,-0.5303208025842753,26.089474814158997,5.233644943675975,0.1233194523416846,-0.3649628546985719,-0.068838025422928,0.0,-0.4237505722031098,-0.8135259218374611,1.0,1,-1.0899153792943368,5.0618181818181816,0.2381603374207098,0.1456450368833429,0.8605653643608093,22,-0.7524854982711121
Christian Dior,Luxury,2013,Resort,22.784939130147297,8.392502389078711,1.6933293708757078,86.91673227945964,0.10782679761108,0.1617494078846184,0.8962611796760932,0.9508977730364492,0.1206913133300426,30,0,14.23,2.88814205849093,0,0.0,-0.0330405739034347,1,-0.9381508942159018,0.0118179486857605,-0.5268697372565191,-0.5303208025842753,26.377677485169233,5.674257178230687,-0.633164525711928,-0.3649628546985719,-0.068838025422928,0.0,-0.4237505722031098,-0.8135259218374611,1.0,1,-2.235340547306276,4.636,0.2992703771185674,0.1317794549750724,0.8497750759124756,30,-1.2524781987449525
Christian Dior,Luxury,2013,Spring,29.34667574564616,6.3425645134509585,2.759801649385415,58.98094050089518,0.2721968013190974,0.2455302964386403,0.6064522991507314,0.604221209549268,0.3929291647439873,30,0,14.23,2.88814205849093,0,0.0,-0.0330405739034347,1,-0.9381508942159018,0.0118179486857605,-0.5268697372565191,-0.5303208025842753,30.382113899362498,3.9078704990191655,-0.2649622483591057,-0.3649628546985719,-0.068838025422928,0.0,-0.4237505722031098,-0.8135259218374611,1.0,1,0.2264395623763408,5.061980198019802,0.358784112808748,0.2094547990289226,0.8828643560409546,29,-0.40697179551169044
Christian Dior,Luxury,2014,Fall,35.01525332132975,5.199920452558937,2.294377076482763,63.21443799336751,0.1317538228767613,0.1733899754042331,0.6566441904916428,0.5499160543194939,0.4480718327542456,30,0,14.18,3.13301748764181,0,-0.09,1.63272217207499,0,-0.9461787379066208,0.1376726681478441,-0.598259928447341,0.1146992891248555,28.275536728600564,4.0711027711311605,1.655501462778487,-0.9381508942159018,0.0118179486857605,0.0,-0.5268697372565191,-0.5303208025842753,1.0,0,-0.5356485604158121,5.078898305084746,0.3698458535413342,0.2699451828854921,0.8893564939498901,30,-0.5635997781648255
Christian Dior,Luxury,2014,Pre-Fall,29.36059341430664,4.806972263030761,2.4664390663854205,68.82839904785156,0.1953904903873801,0.223751830231471,0.7115331859217957,0.64012436119508,0.2203596096274504,25,0,14.18,3.13301748764181,0,-0.09,1.63272217207499,0,-0.9461787379066208,0.1376726681478441,-0.598259928447341,0.1146992891248555,26.692695624858786,5.026106434304083,0.5308080567572085,-0.9381508942159018,0.0118179486857605,0.0,-0.5268697372565191,-0.5303208025842753,1.0,0,-0.4902161313586157,5.1824,0.3401137064767213,0.1379251781066532,0.8741538524627686,25,-0.0473126189958013
Christian Dior,Luxury,2014,Resort,30.97279472351074,5.424202153131125,2.5526276826460306,59.459205118815106,0.1877667237547536,0.2454878312355497,0.6232797514488609,0.42371166696274,0.4574472904894294,30,0,14.18,3.13301748764181,0,-0.09,1.63272217207499,0,-0.9461787379066208,0.1376726681478441,-0.598259928447341,0.1146992891248555,25.806305189315044,5.397714660047237,0.9571624029030248,-0.9381508942159018,0.0118179486857605,0.0,-0.5268697372565191,-0.5303208025842753,1.0,0,0.1079191496642045,4.733559322033899,0.3103266505489204,-0.018528065977721,0.8853971362113953,30,0.3796918630123893
Christian Dior,Luxury,2014,Spring,27.80312271118164,4.5587563541226555,2.8676646335495386,54.79796829223633,0.1921339107238376,0.1806031191541699,0.5691754354350268,0.3856606772903579,0.3123280589758418,30,0,14.18,3.13301748764181,0,-0.09,1.63272217207499,0,-0.9461787379066208,0.1376726681478441,-0.598259928447341,0.1146992891248555,29.83280547734278,4.1091741479893935,-0.4939393398924839,-0.9381508942159018,0.0118179486857605,0.0,-0.5268697372565191,-0.5303208025842753,1.0,0,0.0603372606240813,5.300230769230769,0.3541262101134655,0.2313628171632631,0.8769068121910095,30,0.4983734865091232
Christian Dior,Luxury,2015,Fall,35.83508275349935,2.5186681669983555,2.6354690381225994,44.03157793680827,0.3277828443530947,0.24513061510547,0.5122167403618184,0.5952091875232723,0.5250026475226093,30,0,16.67,3.11378907834427,0,-0.21,2.3719530456017,0,-0.546392122108819,0.1277901492432913,-0.6934468500351034,0.4009457951099254,30.55161250984806,3.6782913817815786,1.4363925244802778,-0.9461787379066208,0.1376726681478441,0.0,-0.598259928447341,0.1146992891248555,0.0,0,0.8281086044568426,5.179298245614036,0.3138392556771293,0.2304107316217814,0.8543519973754883,30,0.2519751899954019
Christian Dior,Luxury,2015,Pre-Fall,28.614174715677898,2.2561320994520653,2.34478164382853,55.567451349894206,0.2939008702157686,0.2595261691046039,0.608548247301206,0.5642353984536188,0.5041998168793403,30,0,16.67,3.11378907834427,0,-0.21,2.3719530456017,0,-0.546392122108819,0.1277901492432913,-0.6934468500351034,0.4009457951099254,26.918977696391156,5.73391544279949,0.2956438817763747,-0.9461787379066208,0.1376726681478441,0.0,-0.598259928447341,0.1146992891248555,0.0,0,0.2040029461489836,5.2315625,0.3668666932755284,0.3115102154683208,0.8957259058952332,30,0.3463953042038094
Christian Dior,Luxury,2015,Resort,28.694460932413737,4.632181241603222,1.728099040415466,74.47286605834961,0.0929158853300536,0.1623930978259591,0.757655694296242,0.6004879147387816,0.1928934430378592,30,0,16.67,3.11378907834427,0,-0.21,2.3719530456017,0,-0.546392122108819,0.1277901492432913,-0.6934468500351034,0.4009457951099254,26.555411866903103,4.908285028156597,0.4358037589993006,-0.9461787379066208,0.1376726681478441,0.0,-0.598259928447341,0.1146992891248555,0.0,0,-1.443815647353412,4.571044776119403,0.2324711407853782,0.0301664188049641,0.9023742079734802,30,0.07284947894441297
Christian Dior,Luxury,2015,Spring,33.81478207906087,2.8104334304985783,2.544300730479452,53.76530176798503,0.2404399325058484,0.2240834675921856,0.5816326891515095,0.5074384724933734,0.5824101556485726,30,0,16.67,3.11378907834427,0,-0.21,2.3719530456017,0,-0.546392122108819,0.1277901492432913,-0.6934468500351034,0.4009457951099254,29.35914972045034,3.774455976150174,1.1804700827786931,-0.9461787379066208,0.1376726681478441,0.0,-0.598259928447341,0.1146992891248555,0.0,0,0.2740660780035557,5.505333333333333,0.4275805517152624,0.2761605453937474,0.8701031804084778,30,0.3617530806050667
Christian Dior,Luxury,2016,Fall,28.260678990681967,5.410495554543918,2.430681117049985,60.49804534912109,0.1199900211715449,0.1291776163593892,0.6190993566538208,0.6281405684738701,0.5761376400614364,30,0,15.83,2.7935920724707,0,-0.38,1.91998029828646,0,-0.681259896112897,-0.036776399906021,-0.8282949889511002,0.2259319741878671,29.69954760089492,3.756658642775178,-0.38301819436807,-0.546392122108819,0.1277901492432913,0.0,-0.6934468500351034,0.4009457951099254,0.0,1,-0.823641602137301,5.527843137254902,0.3001439504505136,0.2293415350759103,0.8949853777885437,30,-0.8800586912587611
Christian Dior,Luxury,2016,Pre-Fall,26.961794058481853,5.092899738491035,1.540804610868163,73.87817090352377,0.0837457691466435,0.1257137057148111,0.751095431687062,0.785885492278101,0.2213259246367546,30,0,15.83,2.7935920724707,0,-0.38,1.91998029828646,0,-0.681259896112897,-0.036776399906021,-0.8282949889511002,0.2259319741878671,26.974104294232745,4.54853140641899,-0.0027064198641169,-0.546392122108819,0.1277901492432913,0.0,-0.6934468500351034,0.4009457951099254,0.0,1,-1.862406217985941,4.6536,0.4321113773371888,-0.3212168799687223,0.8704208731651306,30,-0.5037857188878392
Christian Dior,Luxury,2016,Resort,24.983967081705728,2.6026501233157515,2.891696312302523,38.18457272847493,0.2362266756335272,0.159649576779634,0.4156708582504031,0.5072012333522172,0.4509458426300229,30,0,15.83,2.7935920724707,0,-0.38,1.91998029828646,0,-0.681259896112897,-0.036776399906021,-0.8282949889511002,0.2259319741878671,26.15562902109263,4.162886520445987,-0.2814542105897655,-0.546392122108819,0.1277901492432913,0.0,-0.6934468500351034,0.4009457951099254,0.0,1,0.4057828623725194,5.472660550458715,0.426867665767123,0.5061333496921997,0.8339399099349976,30,0.5651937043381855
Christian Dior,Luxury,2016,Spring,27.965817221279803,4.939371043305776,2.374562834453141,44.51549681301775,0.2926840839673732,0.1938121641391712,0.4886826340357676,0.6101005810705682,0.3357019711662855,29,0,15.83,2.7935920724707,0,-0.38,1.91998029828646,0,-0.681259896112897,-0.036776399906021,-0.8282949889511002,0.2259319741878671,29.304872009803507,2.7854719976908413,-0.4807281457626505,-0.546392122108819,0.1277901492432913,0.0,-0.6934468500351034,0.4009457951099254,0.0,1,0.2276018892876424,5.275443786982248,0.5222535401643008,0.0704067979071264,0.8777798414230347,30,-0.7332321889157672
Christian Dior,Luxury,2017,Fall,27.14035264376936,4.341911650342444,2.1940910262803093,46.38391876220703,0.2983165674596253,0.1638069959909129,0.5188981855275623,0.6623833246623022,0.3772180824132272,29,0,11.09,3.45183009055702,0,-0.4,2.81811045546294,0,-1.4422994779930491,0.3015276977847616,-0.844159475882394,0.5737077890494469,28.843765107422627,4.849652880910664,-0.351244203550791,-0.681259896112897,-0.036776399906021,0.0,-0.8282949889511002,0.2259319741878671,0.0,1,-0.1145170326217995,5.755474452554744,0.339813899767037,0.2156598692696191,0.8579279184341431,30,-0.38141594228802306
Christian Dior,Luxury,2017,Pre-Fall,20.42876164118449,3.16223331256918,1.8935455727116273,49.066422653198245,0.1039721822693943,0.1051217143873447,0.4940240669523366,0.7984564147747163,0.1626838975704378,30,0,11.09,3.45183009055702,0,-0.4,2.81811045546294,0,-1.4422994779930491,0.3015276977847616,-0.844159475882394,0.5737077890494469,27.84058278805218,6.307473859147841,-1.1750855116296988,-0.681259896112897,-0.036776399906021,0.0,-0.8282949889511002,0.2259319741878671,0.0,1,-1.1416169362868844,5.275428571428571,0.3743078083659579,0.2854287334821297,0.8570653200149536,30,-0.7767508997717645
Christian Dior,Luxury,2017,Resort,26.124383608500164,3.799559905241598,2.7338981038633228,43.590921020507814,0.3492681099413584,0.2096646299787121,0.502459620678549,0.3854793097181875,0.3555000350807689,30,0,11.09,3.45183009055702,0,-0.4,2.81811045546294,0,-1.4422994779930491,0.3015276977847616,-0.844159475882394,0.5737077890494469,27.312126342584765,4.915241984634447,-0.2416448137848772,-0.681259896112897,-0.036776399906021,0.0,-0.8282949889511002,0.2259319741878671,0.0,1,0.6612911695127509,5.432325581395349,0.3349264165669286,0.2049490739977873,0.8437334299087524,30,1.336966191648404
Christian Dior,Luxury,2017,Spring,27.74443270365397,3.1980656948759254,2.409135875664248,49.905409749348955,0.2614544244774927,0.1942071188372497,0.5298902071014667,0.6694801212934528,0.4898083492667931,30,0,11.09,3.45183009055702,0,-0.4,2.81811045546294,0,-1.4422994779930491,0.3015276977847616,-0.844159475882394,0.5737077890494469,30.236426538812964,4.494869350633526,-0.5544085135217025,-0.681259896112897,-0.036776399906021,0.0,-0.8282949889511002,0.2259319741878671,0.0,1,-0.0076864634847985,5.580283687943263,0.399043397680022,0.3295095287051097,0.8631378412246704,29,0.44592943677442415
Christian Dior,Luxury,2018,Fall,28.69431947072347,6.48830066065211,2.4947940359779825,67.94797274271647,0.1476859802221879,0.1643641967060858,0.705453080236322,0.4652176969207904,0.3374095857924678,30,0,16.64,3.27395826417857,0,-0.4,2.0464201274383,0,-0.5512088283232506,0.2101097515796522,-0.844159475882394,0.2748922660374142,30.48889625365785,4.98461927222167,-0.3600228392437535,-1.4422994779930491,0.3015276977847616,0.0,-0.844159475882394,0.5737077890494469,0.0,0,-0.7153970612144127,5.717794117647059,0.4074704100621941,0.2923981423930695,0.8620107173919678,30,0.33376424200422106
