key,brand,tier,year,season,segmented,dispersion,lab_entropy,mean_L,mean_saturation,std_saturation,mean_value,hue_concentration,mean_hue
251582,Isabel Marant,Fast Fashion,2012,Fall,True,14.965200424194336,1.8957187671949467,11.38571548461914,0.4019750327523798,0.1655114397470276,0.1670980434920639,0.7202407473155362,0.5827755711302162
875667,Lacoste,Fast Fashion,2013,Pre-Fall,True,38.545162200927734,2.0588634769552128,36.33405303955078,0.5613178058899939,0.3435552512567269,0.4649490250572562,0.7717390664379178,0.601623565595597
419670,Tory Burch,Fast Fashion,2014,Resort,True,22.390060424804688,2.2423404315090214,63.65488815307617,0.2992121745944023,0.1930235866299154,0.6677568767368793,0.7880040945454969,0.1712600288242101
73860,Tory Burch,Fast Fashion,2016,Spring,True,31.881567001342773,2.2841447609824517,81.61717224121094,0.1803386106258258,0.2731274452343408,0.8663764756917953,0.4279119566285488,0.3163317101858556
319915,Vanessa Bruno,Fast Fashion,2013,Spring,True,20.04569435119629,1.4762823097727091,66.33106231689453,0.3261533677577972,0.1637720167636871,0.7225568890571594,0.9868019223213196,0.0938443765044212
232607,Tommy Hilfiger,Fast Fashion,2012,Spring,True,27.839305877685547,1.2801173897493754,54.00665664672851,0.1956031866371631,0.173627997391394,0.5904313844703137,0.8136885666713131,0.6366660650596022
66172,Lacoste,Fast Fashion,2019,Spring,True,40.63679122924805,2.2778951410325137,39.769630432128906,0.3011607266720384,0.2795246081012617,0.42123137733154,0.7108294108176594,0.6250271557159722
627733,Tommy Hilfiger,Fast Fashion,2003,Fall,True,26.6943302154541,1.667283992666002,79.18367767333984,0.1244099872577935,0.184110745255111,0.8010431434623897,0.8690955473536728,0.1564807824417948
431655,Tory Burch,Fast Fashion,2022,Pre-Fall,True,19.733915328979492,1.887504212356895,12.983806610107422,0.330611119583249,0.1507573465276594,0.1717647098824382,0.6374800931201894,0.5838347572060302
795935,Tommy Hilfiger,Fast Fashion,2009,Spring,True,22.974868774414062,2.654849386715366,78.67012786865234,0.0785722668124362,0.1577647084408183,0.7847843224490061,0.4164991296262321,0.2746328284740448
108249,Tommy Hilfiger,Fast Fashion,2016,Spring,True,35.759159088134766,2.796752971114942,37.365509033203125,0.5811073780059814,0.2589438259601593,0.4619608223438263,0.5001585483551025,0.2594704031944275
401230,Tory Burch,Fast Fashion,2008,Fall,True,26.665016174316406,2.7065292753042933,38.73613357543945,0.1956883695023134,0.2046024083400074,0.3965725601194426,0.5712599176372077,0.2686850878112018
381653,Tommy Hilfiger,Fast Fashion,2000,Fall,True,12.536612510681152,2.5022454370405285,28.65311813354492,0.2158952006474137,0.167915951003075,0.3076078510321677,0.5923507164454672,0.7692244276981801
48241,Vanessa Bruno,Fast Fashion,2011,Spring,True,33.674190521240234,1.456536827897708,18.524246215820312,0.8805155158042908,0.2018317133188247,0.3802823424339294,0.5000647902488708,0.5057597160339355
811368,Tory Burch,Fast Fashion,2012,Spring,True,16.481285095214844,2.3137325086708973,84.69918823242188,0.1744721040949225,0.1176001354665247,0.8621725567877293,0.7876491338965178,0.198743675308302
198372,Vanessa Bruno,Fast Fashion,2020,Spring,True,28.153627395629883,1.4209510487002543,75.49498748779297,0.7507742643356323,0.2278601974248886,0.8736157417297363,0.9844666123390198,0.1209879294037818
98194,Tommy Hilfiger,Fast Fashion,2003,Spring,True,29.14920997619629,2.4555907153171717,51.514625549316406,0.2679806732181459,0.3068468090694779,0.5571294284183532,0.8567818636568753,0.2540482031644787
754975,Tory Burch,Fast Fashion,2011,Spring,True,26.3648624420166,1.7665573904315122,69.5126724243164,0.2341212928295135,0.2423115521669387,0.7288392186164856,0.9828684329986572,0.1006475612521171
109016,Isabel Marant,Fast Fashion,2020,Fall,True,23.707754135131836,1.7908759411189226,71.7362060546875,0.1265360482558608,0.1305195393291867,0.7260078533180058,0.9265260494795088,0.1112336713783442
406057,Vanessa Bruno,Fast Fashion,2014,Spring,True,24.078866958618164,2.6372474531425647,77.48700714111328,0.1922710342034697,0.192667606351045,0.789592166647315,0.6687272364303243,0.2434663720205426
20451,Tory Burch,Fast Fashion,2020,Fall,True,12.63286018371582,2.2918041763748693,10.134759902954102,0.2677042782306671,0.1851457506418228,0.1287294328212738,0.7509811520576477,0.6900889873504639
59324,Isabel Marant,Fast Fashion,2020,Fall,True,29.66632843017578,3.1886265571165855,36.9961051940918,0.2521117959301919,0.2713740597517878,0.3798353025522083,0.0426498406207502,0.4101280218362808
978942,Isabel Marant,Fast Fashion,2021,Resort,True,37.86478805541992,2.6173071798691763,61.426326751708984,0.116432431794703,0.1223071263115293,0.6342666714526712,0.459286160613998,0.2397948154006153
854675,Isabel Marant,Fast Fashion,2010,Spring,True,31.77819061279297,2.3475532284378957,24.46284294128418,0.2521229970268905,0.2155530966880131,0.2725019653309136,0.4621939586066476,0.5036191540658475
986187,Isabel Marant,Fast Fashion,2016,Fall,True,16.51442527770996,2.4321236868227603,15.45420265197754,0.1824106518775224,0.1041846774080906,0.1789803965762257,0.6128878714265137,0.5840025633201003
284283,Tommy Hilfiger,Fast Fashion,2003,Fall,True,13.302410125732422,0.9404126778405828,87.12525177001953,0.0363013078588992,0.0976220299042226,0.8633882423117757,0.866476965550998,0.1729361132532358
45863,Tommy Hilfiger,Fast Fashion,2000,Fall,True,26.69158172607422,2.444441208082188,30.80357551574707,0.4183807373046875,0.3056832253932953,0.3456392586231231,0.9054213762283324,0.1371540278196334
623936,Tory Burch,Fast Fashion,2016,Pre-Fall,True,29.177593231201172,2.557827829049994,23.947744369506836,0.4749763011932373,0.2455458343029022,0.3341176807880401,0.6440245509147644,0.5270529985427856
958592,Isabel Marant,Fast Fashion,2009,Fall,True,27.40777587890625,1.8621009414773535,28.261947631835938,0.1540979994125664,0.2197316949682843,0.3023921627309173,0.6015597309540148,0.2085074112936854
845636,Lacoste,Fast Fashion,2014,Spring,True,24.32764434814453,1.502405734051731,46.64236068725586,0.3653512001037597,0.1346247047185897,0.5206274390220642,0.9339242577552797,0.10190449655056
268526,Tory Burch,Fast Fashion,2010,Spring,True,35.00621032714844,2.328986141857456,60.03599166870117,0.1750835884036496,0.2339853085096497,0.6222039290582762,0.6077592797900468,0.5446584153026343
701568,Lacoste,Fast Fashion,2017,Fall,True,28.298921585083008,2.2541515390475495,23.85271453857422,0.3196455176882445,0.2019802085513027,0.2926745170615613,0.4668864604653379,0.5239687981326133
518977,Tommy Hilfiger,Fast Fashion,2003,Fall,True,12.57434368133545,2.670359888141025,16.029834747314453,0.1463861219305545,0.1882467426098574,0.1741098083667457,0.5921295287662898,0.6139786645919084
78862,Lacoste,Fast Fashion,2012,Fall,True,17.631622314453125,1.528212508579728,19.17195701599121,0.285821837073192,0.1444624607848577,0.2353411823697388,0.8888886217879349,0.613492807995528
332203,Lacoste,Fast Fashion,2009,Fall,True,21.216556549072266,1.6212023456464335,73.96418762207031,0.1522564141862094,0.1818980423543795,0.7437568733505905,0.9681354610481476,0.1265326870083808
354302,Isabel Marant,Fast Fashion,2018,Fall,True,26.824583053588867,1.545465664714867,32.077484130859375,0.4140091836452484,0.1465275734663009,0.39370197057724,0.7501018643379211,0.636353075504303
285096,Isabel Marant,Fast Fashion,2016,Resort,True,21.450620651245117,1.2699976768558503,73.00910949707031,0.3515414297580719,0.1121610626578331,0.7946588397026062,0.9836840629577636,0.1085832566022872
27036,Tory Burch,Fast Fashion,2019,Fall,True,31.45363998413086,2.982804665453877,35.762203216552734,0.2262911953926086,0.2170579800876517,0.3789882422620431,0.0443469216018416,0.3954743300043046
